seq,rtt_ms,status,timestamp
748,55.118,OK,1770975846.852351
749,59.237,OK,1770975846.913423
750,58.320,OK,1770975846.973660
751,56.730,OK,1770975847.032632
752,65.910,OK,1770975847.100623
753,65.598,OK,1770975847.169648
754,57.731,OK,1770975847.230758
755,51.729,OK,1770975847.284598
756,65.953,OK,1770975847.352622
757,50.427,OK,1770975847.406386
758,67.274,OK,1770975847.475418
759,54.111,OK,1770975847.532666
760,56.964,OK,1770975847.591639
761,58.921,OK,1770975847.652632
762,49.802,OK,1770975847.704479
763,66.117,OK,1770975847.772555
764,55.562,OK,1770975847.831587
765,58.700,OK,1770975847.892512
766,58.168,OK,1770975847.952710
767,56.530,OK,1770975848.011384
768,58.245,OK,1770975848.071482
769,58.068,OK,1770975848.131629
770,62.798,OK,1770975848.196659
771,50.637,OK,1770975848.250667
772,57.825,OK,1770975848.310643
773,46.825,OK,1770975848.359682
774,69.750,OK,1770975848.431672
775,56.274,OK,1770975848.491695
776,55.590,OK,1770975848.549491
777,66.120,OK,1770975848.617383
778,70.283,OK,1770975848.690753
779,57.535,OK,1770975848.751661
780,57.773,OK,1770975848.811672
781,58.930,OK,1770975848.872660
782,51.878,OK,1770975848.926679
783,49.953,OK,1770975848.978666
784,66.671,OK,1770975849.047643
785,54.631,OK,1770975849.105561
786,52.579,OK,1770975849.160394
787,48.285,OK,1770975849.210486
788,58.156,OK,1770975849.270690
789,58.595,OK,1770975849.331603
790,56.830,OK,1770975849.390625
791,58.951,OK,1770975849.451706
792,58.717,OK,1770975849.512652
793,56.772,OK,1770975849.571617
794,54.892,OK,1770975849.628717
795,60.576,OK,1770975849.691403
796,-1.000,LOST,1770975850.195108
797,-1.000,LOST,1770975850.701219
798,-1.000,LOST,1770975851.207076
799,-1.000,LOST,1770975851.713231
800,-1.000,LOST,1770975852.218856
801,-1.000,LOST,1770975852.724822
802,-1.000,LOST,1770975853.230783
803,-1.000,LOST,1770975853.736130
804,-1.000,LOST,1770975854.241857
805,-1.000,LOST,1770975854.748024
806,-1.000,LOST,1770975855.254011
807,-1.000,LOST,1770975855.759830
